web-scraper-order,web-scraper-start-url,pagination,type chaussure,prix,adresse,image url-src
"1751303331-4234","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Air Jordan","45 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2875247_uploaded_image1_1610019703.jpg"
"1751303331-4235","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air 200","13 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2875136_uploaded_image1_1610017011.jpg"
"1751303331-4236","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2875113_uploaded_image1_1610016599.jpg"
"1751303331-4237","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2874682_uploaded_image1_1609999666.jpg"
"1751303331-4238","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2874632_uploaded_image1_1609994121.jpg"
"1751303331-4239","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures hommes - femmes","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2874309_uploaded_image1_1609972601.jpg"
"1751303331-4240","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","20 000CFA","Ngor, NGOR DAKAR, Sénégal","https://images.coinafrique.com/thumb_2874228_uploaded_image1_1609969362.jpg"
"1751303331-4241","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2873935_uploaded_image1_1609959521.jpg"
"1751303331-4242","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures   homme","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2873652_uploaded_image1_1609951508.jpg"
"1751303331-4243","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures   homme","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2873621_uploaded_image1_1609950879.jpg"
"1751303331-4244","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Mocassins homme","6 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2873578_uploaded_image1_1609949887.jpg"
"1751303331-4245","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Air Max plus 3 Nike","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2873272_uploaded_image1_1609942408.jpg"
"1751303331-4246","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air Max Plus 3","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2873267_uploaded_image1_1609942312.jpg"
"1751303331-4247","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Air Max 270","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2873261_uploaded_image1_1609942188.jpg"
"1751303331-4248","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures mixtes","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2872890_uploaded_image1_1609933602.jpg"
"1751303331-4249","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Jordan Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2872590_uploaded_image1_1609928508.jpg"
"1751303331-4250","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2872549_uploaded_image1_1609927379.jpg"
"1751303331-4251","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures   homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2872498_uploaded_image1_1609926192.jpg"
"1751303331-4252","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Puma","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2872226_uploaded_image1_1609918644.jpg"
"1751303331-4253","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Adidas homme","14 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2871955_uploaded_image1_1609897827.jpg"
"1751303331-4254","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air Force One","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2871919_uploaded_image1_1609894933.jpg"
"1751303331-4255","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871894_uploaded_image1_1609893496.jpg"
"1751303331-4256","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets homme","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2871855_uploaded_image1_1609891193.jpg"
"1751303331-4257","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets homme","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2871853_uploaded_image1_1609891065.jpg"
"1751303331-4258","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Air Jordan","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871843_uploaded_image1_1609890556.jpg"
"1751303331-4259","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Yeezy 700 v3","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871842_uploaded_image1_1609890425.jpg"
"1751303331-4260","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Air Force 1","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871841_uploaded_image1_1609890325.jpg"
"1751303331-4261","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Balenciaga","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871839_uploaded_image1_1609890241.jpg"
"1751303331-4262","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike mm","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871833_uploaded_image1_1609890080.jpg"
"1751303331-4263","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures hommes","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871815_uploaded_image1_1609888913.jpg"
"1751303331-4264","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2871580_uploaded_image1_1609880660.jpg"
"1751303331-4265","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets homme","20 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871430_uploaded_image1_1609876994.jpg"
"1751303331-4266","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Nike Air Force","23 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2871389_uploaded_image1_1609876008.jpg"
"1751303331-4267","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","10 000CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2870272_uploaded_image1_1609851831.jpg"
"1751303331-4268","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Jordan One","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2870188_uploaded_image1_1609849973.jpg"
"1751303331-4269","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures All Star Converse","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2870168_uploaded_image1_1609849568.jpg"
"1751303331-4270","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air Force One React","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2870149_uploaded_image1_1609848948.jpg"
"1751303331-4271","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Jordan 4","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2870140_uploaded_image1_1609848812.jpg"
"1751303331-4272","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures   homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2869738_uploaded_image1_1609841403.jpg"
"1751303331-4273","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures   homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2869599_uploaded_image1_1609837808.jpg"
"1751303331-4274","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Reebok homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2869472_uploaded_image1_1609834156.jpg"
"1751303331-4275","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures de ville","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2869440_uploaded_image1_1609833441.jpg"
"1751303331-4276","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme","6 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2869248_uploaded_image1_1609813957.jpg"
"1751303331-4277","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures Homme","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2869188_uploaded_image1_1609805971.jpg"
"1751303331-4278","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Jordan","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2869006_uploaded_image1_1609798415.jpg"
"1751303331-4279","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures de ville","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2868927_uploaded_image1_1609795771.jpg"
"1751303331-4280","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air Force","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2868797_uploaded_image1_1609792207.jpg"
"1751303331-4281","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Chaussures homme - femme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2868766_uploaded_image1_1609791215.jpg"
"1751303331-4282","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Jordan 6","30 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2868407_uploaded_image1_1609781247.jpg"
"1751303331-4283","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air Force 1","30 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2868060_uploaded_image1_1609772246.jpg"
"1751303331-4284","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=91","Baskets Nike Air","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2867824_uploaded_image1_1609766824.jpg"
"1751303343-4285","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Converse","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923500_uploaded_image1_1612179203.jpg"
"1751303343-4286","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike React Elément","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923490_uploaded_image1_1612179026.jpg"
"1751303343-4287","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Air Force One","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923483_uploaded_image1_1612178842.jpg"
"1751303343-4288","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Alexander","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2922680_uploaded_image1_1612145916.jpg"
"1751303343-4289","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures  homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2922648_uploaded_image1_1612141804.jpg"
"1751303343-4290","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2922643_uploaded_image1_1612141627.jpg"
"1751303343-4291","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Air","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2922549_uploaded_image1_1612136860.jpg"
"1751303343-4292","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures turques","4 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2922423_uploaded_image1_1612129381.jpg"
"1751303343-4293","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920791_uploaded_image1_1612022933.jpg"
"1751303343-4294","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Air Force","13 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920438_uploaded_image1_1612011164.jpg"
"1751303343-4295","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Air Force","13 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920437_uploaded_image1_1612011085.jpg"
"1751303343-4296","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Bakets All-Stars - Nike Air Force - Sébago","15 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920249_uploaded_image1_1612005000.jpg"
"1751303343-4297","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Prada","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2919443_uploaded_image1_1611949966.jpg"
"1751303343-4298","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Yeezy 350","25 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2919136_uploaded_image1_1611935924.jpg"
"1751303343-4299","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2919041_uploaded_image1_1611932423.jpg"
"1751303343-4300","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures   homme","25 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2918765_uploaded_image1_1611922697.jpg"
"1751303343-4301","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2918049_uploaded_image1_1611877447.jpg"
"1751303343-4302","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Wallabies","15 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2917665_uploaded_image1_1611860962.jpg"
"1751303343-4303","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Puma","8 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2917640_uploaded_image1_1611860128.jpg"
"1751303343-4304","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","8 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2917630_uploaded_image1_1611859663.jpg"
"1751303343-4305","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2917527_uploaded_image1_1611856588.jpg"
"1751303343-4306","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Pro","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917165_uploaded_image1_1611846357.jpg"
"1751303343-4307","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Dior","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917151_uploaded_image1_1611846018.jpg"
"1751303343-4308","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2916827_uploaded_image1_1611836043.jpg"
"1751303343-4309","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2916218_uploaded_image1_1611816205.jpg"
"1751303343-4310","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2916091_uploaded_image1_1611793254.jpg"
"1751303343-4311","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures orthopédiques","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915689_uploaded_image1_1611775600.jpg"
"1751303343-4312","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures orthopédiques","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915684_uploaded_image1_1611775314.jpg"
"1751303343-4313","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915353_uploaded_image1_1611765007.jpg"
"1751303343-4314","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915331_uploaded_image1_1611764384.jpg"
"1751303343-4315","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915329_uploaded_image1_1611764318.jpg"
"1751303343-4316","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915325_uploaded_image3_1611764229.jpeg"
"1751303343-4317","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","15 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915182_uploaded_image1_1611760064.jpg"
"1751303343-4318","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike  Air Force 1","13 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2915068_uploaded_image1_1611756348.jpg"
"1751303343-4319","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2914795_uploaded_image1_1611747778.jpg"
"1751303343-4320","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Nike Air","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2913945_uploaded_image1_1611701932.jpg"
"1751303343-4321","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2913355_uploaded_image1_1611680806.jpg"
"1751303343-4322","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures   homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2913025_uploaded_image1_1611672330.jpg"
"1751303343-4323","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","350 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2912818_uploaded_image1_1611666384.jpg"
"1751303343-4324","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2911955_uploaded_image1_1611633850.jpg"
"1751303343-4325","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets Air Force One","15 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2911746_uploaded_image1_1611614673.jpg"
"1751303343-4326","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","35 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2911500_uploaded_image1_1611605984.jpg"
"1751303343-4327","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2910909_uploaded_image1_1611584660.jpg"
"1751303343-4328","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Baskets homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2910908_uploaded_image1_1611584618.jpg"
"1751303343-4329","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Vapor Max homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2910884_uploaded_image1_1611583607.jpg"
"1751303343-4330","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Nike","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2909935_uploaded_image1_1611534503.jpg"
"1751303343-4331","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2909924_uploaded_image1_1611533767.jpg"
"1751303343-4332","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Nike","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2909907_uploaded_image1_1611532826.jpg"
"1751303343-4333","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures Nike","17 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2909770_uploaded_image1_1611526770.jpg"
"1751303343-4334","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2909078_uploaded_image1_1611493494.jpg"
"1751303343-4335","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures de classe","20 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2908480_uploaded_image1_1611444376.jpg"
"1751303343-4336","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=89","Chaussures de ville","30 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2908454_uploaded_image1_1611442200.jpg"
