web-scraper-order,web-scraper-start-url,pagination,type chaussure,prix,adresse,image url-src
"1751302848-1","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Air Jordan 6","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5366456_uploaded_image1_1749474268.jpg"
"1751302848-2","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","6 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5361744_uploaded_image1_1749121958.jpg"
"1751302848-3","https://sn.coinafrique.com/categorie/chaussures-homme","","Mocassins hommes","4 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5361721_uploaded_image1_1749121349.jpg"
"1751302848-4","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Crocs","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379660_uploaded_image1_1750203700.jpg"
"1751302848-5","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Crocs","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379657_uploaded_image1_1750203622.jpg"
"1751302848-6","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Timberland","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5384805_uploaded_image1_1750461330.jpg"
"1751302848-7","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Lacoste trainer L003","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365741_uploaded_image1_1749418889.jpg"
"1751302848-8","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Dior B22","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365750_uploaded_image1_1749419182.jpg"
"1751302848-9","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Lacoste Trainer L003","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365745_uploaded_image1_1749419070.jpg"
"1751302848-10","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Adidas","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365752_uploaded_image1_1749419261.jpg"
"1751302848-11","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Louis Vuitton","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365755_uploaded_image1_1749419366.jpg"
"1751302848-12","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets AF1 / The Nord Face","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365735_uploaded_image1_1749418626.jpg"
"1751302848-13","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Air Jordan 1","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365739_uploaded_image1_1749418736.jpg"
"1751302848-14","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Timberland","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365729_uploaded_image1_1749418455.jpg"
"1751302848-15","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Louis Vuitton","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365721_uploaded_image1_1749418247.jpg"
"1751302848-16","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Nike P6000","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365720_uploaded_image1_1749418139.jpg"
"1751302848-17","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Adidas Super Star","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365715_uploaded_image1_1749417986.jpg"
"1751302848-18","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Nike Zoomx","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365707_uploaded_image1_1749417627.jpg"
"1751302848-19","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan One Low","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365709_uploaded_image1_1749417739.jpg"
"1751302848-20","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan One","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365710_uploaded_image1_1749417808.jpg"
"1751302848-21","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan 12","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365713_uploaded_image1_1749417889.jpg"
"1751302848-22","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan 3","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365706_uploaded_image1_1749417541.jpg"
"1751302848-23","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Adidas Samba","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365698_uploaded_image1_1749417367.jpg"
"1751302848-24","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets New Balance Fuel Cell","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365693_uploaded_image1_1749417266.jpg"
"1751302848-25","https://sn.coinafrique.com/categorie/chaussures-homme","","Basktes New Balance Fuel Cell","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365690_uploaded_image1_1749417178.jpg"
"1751302848-26","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets New Balance Fuel Cell","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365687_uploaded_image1_1749417092.jpg"
"1751302848-27","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5369209_uploaded_image1_1749635290.jpg"
"1751302848-28","https://sn.coinafrique.com/categorie/chaussures-homme","","Crocs","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5387384_uploaded_image1_1750640381.jpg"
"1751302848-29","https://sn.coinafrique.com/categorie/chaussures-homme","","Original Lavin","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361109_uploaded_image1_1749079193.jpg"
"1751302848-30","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Dior","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361106_uploaded_image1_1749079052.jpg"
"1751302848-31","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Aire Force One","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361117_uploaded_image1_1749079520.jpg"
"1751302848-32","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Air Force 1","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361113_uploaded_image1_1749079316.jpg"
"1751302848-33","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Berluti","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5361104_uploaded_image1_1749078905.jpg"
"1751302848-34","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364541_uploaded_image1_1749327532.jpg"
"1751302848-35","https://sn.coinafrique.com/categorie/chaussures-homme","","Babouches homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg"
"1751302848-36","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5355170_uploaded_image1_1748804676.jpg"
"1751302848-37","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Gucci","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360720_uploaded_image1_1749061990.jpg"
"1751302848-38","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Adidas campus","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5368322_uploaded_image1_1749575502.jpg"
"1751302848-39","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Dior b22","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5368328_uploaded_image1_1749575586.jpg"
"1751302848-40","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Air Max scorpion","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5386909_uploaded_image1_1750612990.jpg"
"1751302848-41","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Air force 1","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5386870_uploaded_image1_1750612086.jpg"
"1751302848-42","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360036_uploaded_image1_1749037560.jpg"
"1751302848-43","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360018_uploaded_image1_1749037245.jpg"
"1751302848-44","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Nike","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5367848_uploaded_image1_1749555791.jpg"
"1751302848-45","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Air Jordan one low","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5376698_uploaded_image1_1750070197.jpg"
"1751302848-46","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Jordan 4","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359849_uploaded_image1_1749031529.jpg"
"1751302848-47","https://sn.coinafrique.com/categorie/chaussures-homme","","Air force 1","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359697_uploaded_image1_1749024937.jpg"
"1751302848-48","https://sn.coinafrique.com/categorie/chaussures-homme","","New Balance Fuel cell","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5381432_uploaded_image1_1750290707.jpg"
"1751302848-49","https://sn.coinafrique.com/categorie/chaussures-homme","","New Balance Fuel cell","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5381433_uploaded_image1_1750290780.jpg"
"1751302848-50","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Toga","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5381435_uploaded_image1_1750290863.jpg"
"1751302848-51","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Asic Cayono","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5371936_uploaded_image1_1749765298.jpg"
"1751302848-52","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5395482_uploaded_image2_1751059185.jpeg"
"1751302848-53","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359154_uploaded_image1_1748983277.jpg"
"1751302848-54","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures  Nike portal","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359143_uploaded_image1_1748982874.jpg"
"1751302848-55","https://sn.coinafrique.com/categorie/chaussures-homme","","Mocassins homme","5 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5395412_uploaded_image1_1751054127.jpg"
"1751302848-56","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Berluti","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359038_uploaded_image1_1748978250.jpg"
"1751302848-57","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359006_uploaded_image1_1748976951.jpg"
"1751302848-58","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Nike TN","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380946_uploaded_image1_1750267531.jpg"
"1751302848-59","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Hermès","20 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5393539_uploaded_image1_1750952929.jpg"
"1751302848-60","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","35 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391753_uploaded_image1_1750857199.jpg"
"1751302848-61","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","40 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391598_uploaded_image1_1750852699.jpg"
"1751302848-62","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","7 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5390760_uploaded_image1_1750804520.jpg"
"1751302848-63","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","100 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5389229_uploaded_image1_1750732912.jpg"
"1751302848-64","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales en cuir","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388886_uploaded_image1_1750707753.jpg"
"1751302848-65","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Zara","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355405_uploaded_image1_1748811936.jpg"
"1751302848-66","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Berluti","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355402_uploaded_image1_1748811821.jpg"
"1751302848-67","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales Hermès pour hommes","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385859_uploaded_image1_1750532912.jpg"
"1751302848-68","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures  Air force","19 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5383496_uploaded_image1_1750413096.jpg"
"1751302848-69","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5337086_uploaded_image1_1747753113.jpg"
"1751302848-70","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380989_uploaded_image1_1750269170.jpg"
"1751302848-71","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales croches","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380985_uploaded_image1_1750269013.jpg"
"1751302848-72","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures femmes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380983_uploaded_image1_1750268930.jpg"
"1751302848-73","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380977_uploaded_image1_1750268827.jpg"
"1751302848-74","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures hommes","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380973_uploaded_image1_1750268749.jpg"
"1751302848-75","https://sn.coinafrique.com/categorie/chaussures-homme","","Sandales croches","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380962_uploaded_image1_1750268329.jpg"
"1751302848-76","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures hommes","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380959_uploaded_image1_1750268225.jpg"
"1751302848-77","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan Treize","21 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379616_uploaded_image1_1750201036.jpg"
"1751302848-78","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Nike","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5335985_uploaded_image1_1747682655.jpg"
"1751302848-79","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5375053_uploaded_image1_1749944221.jpg"
"1751302848-80","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures TN","13 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5371448_uploaded_image1_1749743120.jpg"
"1751302848-81","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets Jordan 4","12 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5371443_uploaded_image1_1749742989.jpg"
"1751302848-82","https://sn.coinafrique.com/categorie/chaussures-homme","","Baskets homme","14 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5369353_uploaded_image1_1749639708.jpg"
"1751302848-83","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussures Vans","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332230_uploaded_image1_1747444488.jpg"
"1751302848-84","https://sn.coinafrique.com/categorie/chaussures-homme","","Chaussure homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368229_uploaded_image1_1749571634.jpg"
"1751302851-85","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4971011_uploaded_image1_1727802082.jpg"
"1751302851-86","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures","15 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4970176_uploaded_image1_1727781060.jpg"
"1751302851-87","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970088_uploaded_image1_1727778322.jpg"
"1751302851-88","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures de sport","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4969844_uploaded_image1_1727771604.jpg"
"1751302851-89","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Mocassins en daim","11 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969150_uploaded_image3_1727725266.jpeg"
"1751302851-90","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures en cuir","18 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4967207_uploaded_image2_1727622657.jpeg"
"1751302851-91","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sabots en cuir","13 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4967175_uploaded_image3_1727621292.jpeg"
"1751302851-92","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Nike dunk low","25 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4965599_uploaded_image1_1727485372.jpg"
"1751302851-93","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Adidas Campus","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4963799_uploaded_image1_1727380149.jpg"
"1751302851-94","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures Unisexe","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4962490_uploaded_image1_1727309675.jpg"
"1751302851-95","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Airf orce 1","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961177_uploaded_image1_1727260953.jpg"
"1751302851-96","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961175_uploaded_image1_1727260886.jpg"
"1751302851-97","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_4958311_uploaded_image1_1727115890.jpg"
"1751302851-98","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Feiyue","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4958017_uploaded_image1_1727105850.jpg"
"1751302851-99","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures en cuir verni","25 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4957465_uploaded_image1_1727089891.jpg"
"1751302851-100","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandales Yeezy","7 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4956296_uploaded_image1_1727018894.jpg"
"1751302851-101","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures  de sécurité","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4955436_uploaded_image1_1726952475.jpg"
"1751302851-102","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets Balenciaga Triple S","15 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955206_uploaded_image1_1726938483.jpg"
"1751302851-103","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955143_uploaded_image1_1726936250.jpg"
"1751302851-104","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955135_uploaded_image1_1726935874.jpg"
"1751302851-105","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sneakers Lanvin","35 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953912_uploaded_image1_1726854193.jpg"
"1751302851-106","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Baskets New Balance 740","35 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953900_uploaded_image1_1726853475.jpg"
"1751302851-107","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Sandale en cuir","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953661_uploaded_image1_1726841902.jpg"
"1751302851-108","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950647_uploaded_image2_1726681768.jpeg"
"1751302851-109","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4948575_uploaded_image2_1726585771.jpeg"
"1751302851-110","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures de ville","20 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4948339_uploaded_image1_1726577784.jpg"
"1751302851-111","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935748_uploaded_image1_1725901608.jpg"
"1751302851-112","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935760_uploaded_image1_1725901770.jpg"
"1751302851-113","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935757_uploaded_image1_1725901736.jpg"
"1751302851-114","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946898_uploaded_image1_1726500428.jpg"
"1751302851-115","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946896_uploaded_image1_1726500354.jpg"
"1751302851-116","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","14 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946887_uploaded_image1_1726500045.jpg"
"1751302851-117","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946884_uploaded_image1_1726499988.jpg"
"1751302851-118","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942740_uploaded_image1_1726229116.jpg"
"1751302851-119","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942712_uploaded_image1_1726228654.jpg"
"1751302851-120","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942693_uploaded_image1_1726228400.jpg"
"1751302851-121","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942691_uploaded_image1_1726228335.jpg"
"1751302851-122","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942702_uploaded_image1_1726228538.jpg"
"1751302851-123","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942700_uploaded_image1_1726228510.jpg"
"1751302851-124","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942698_uploaded_image1_1726228468.jpg"
