web-scraper-order,web-scraper-start-url,pagination,type habits,prix,adresse,image url-src
"1751303111-1","https://sn.coinafrique.com/categorie/vetements-enfants","","Djalabé pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374426_uploaded_image1_1749913743.jpg"
"1751303111-2","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour jeune fille","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg"
"1751303111-3","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg"
"1751303111-4","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg"
"1751303111-5","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble short enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364545_uploaded_image1_1749327684.jpg"
"1751303111-6","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe pour enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344465_uploaded_image1_1748167330.jpg"
"1751303111-7","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344473_uploaded_image1_1748167713.jpg"
"1751303111-8","https://sn.coinafrique.com/categorie/vetements-enfants","","Polo Lacoste pour enfants","4 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344468_uploaded_image1_1748167535.jpg"
"1751303111-9","https://sn.coinafrique.com/categorie/vetements-enfants","","Emsemble pour enfants 3 pièces","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344462_uploaded_image1_1748167236.jpg"
"1751303111-10","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants de 1ans à 3ans","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342641_uploaded_image1_1748035425.jpg"
"1751303111-11","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants de 2ans a 6ans coton","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342650_uploaded_image1_1748035854.jpg"
"1751303111-12","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants de 2ans a 12ans","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342643_uploaded_image1_1748035562.jpg"
"1751303111-13","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants de 3ans jusqu'à 8ans","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342638_uploaded_image1_1748035029.jpg"
"1751303111-14","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants 6mois à 4ans","4 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342633_uploaded_image1_1748034778.jpg"
"1751303111-15","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants coton","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342628_uploaded_image1_1748034550.jpg"
"1751303111-16","https://sn.coinafrique.com/categorie/vetements-enfants","","Survêtement coton pour enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342624_uploaded_image1_1748034284.jpg"
"1751303111-17","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385373_uploaded_image1_1750509886.51.jpeg"
"1751303111-18","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg"
"1751303111-19","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385356_uploaded_image1_1750509151.08.jpeg"
"1751303111-20","https://sn.coinafrique.com/categorie/vetements-enfants","","Habillement enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385294_uploaded_image1_1750506744.37.jpeg"
"1751303111-21","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328806_uploaded_image1_1747290315.jpg"
"1751303111-22","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336896_uploaded_image1_1747744426.jpg"
"1751303111-23","https://sn.coinafrique.com/categorie/vetements-enfants","","Emsemble coton","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5290112_uploaded_image1_1745150419.jpg"
"1751303111-24","https://sn.coinafrique.com/categorie/vetements-enfants","","Emsemble  Coton","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289213_uploaded_image1_1745070585.jpg"
"1751303111-25","https://sn.coinafrique.com/categorie/vetements-enfants","","Vetements et accéssoires pour bébé","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5281282_uploaded_image1_1744639610.jpg"
"1751303111-26","https://sn.coinafrique.com/categorie/vetements-enfants","","Gamme et vetement pour bébé","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5281278_uploaded_image1_1744639447.jpg"
"1751303111-27","https://sn.coinafrique.com/categorie/vetements-enfants","","Brassière kids","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5321500_uploaded_image1_1746889004.jpg"
"1751303111-28","https://sn.coinafrique.com/categorie/vetements-enfants","","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"
"1751303111-29","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements enfants","Prix sur demande","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5310010_uploaded_image1_1746279800.jpg"
"1751303111-30","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants","6 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5309005_uploaded_image1_1746217976.jpg"
"1751303111-31","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble enfants","6 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5309001_uploaded_image1_1746217790.jpg"
"1751303111-32","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfants","6 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5308995_uploaded_image1_1746217632.jpg"
"1751303111-33","https://sn.coinafrique.com/categorie/vetements-enfants","","Chemise enfants","15 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5263591_uploaded_image1_1743688903.jpg"
"1751303111-34","https://sn.coinafrique.com/categorie/vetements-enfants","","Abaya pour Anfna","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5263587_uploaded_image1_1743688774.jpg"
"1751303111-35","https://sn.coinafrique.com/categorie/vetements-enfants","","Djalaba","7 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5257015_uploaded_image1_1743325512.jpg"
"1751303111-36","https://sn.coinafrique.com/categorie/vetements-enfants","","Sous vetement enfant","1 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1751303111-37","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe Afne","15 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5243665_uploaded_image1_1742560242.jpg"
"1751303111-38","https://sn.coinafrique.com/categorie/vetements-enfants","","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283049_uploaded_image1_1744729140.jpg"
"1751303111-39","https://sn.coinafrique.com/categorie/vetements-enfants","","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5283005_uploaded_image1_1744727750.jpg"
"1751303111-40","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialaba  2 pièces","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5233364_uploaded_image1_1742035732.jpg"
"1751303111-41","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialab","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228687_uploaded_image1_1741791237.jpg"
"1751303111-42","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialab 3 pièces  3ans jusqua 16ans","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228280_uploaded_image1_1741779191.jpg"
"1751303111-43","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialab pour enfant de 1ans jusqua 16ans","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5227274_uploaded_image1_1741722024.jpg"
"1751303111-44","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialab enfant 3pièces","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5227233_uploaded_image1_1741720597.jpg"
"1751303111-45","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble dialab enfants 3pièces","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5214607_uploaded_image1_1741112466.jpg"
"1751303111-46","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble dialab pour enfant de 3ans jusqua 16ans","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5214582_uploaded_image1_1741111696.jpg"
"1751303111-47","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialab pour enfant","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5214595_uploaded_image1_1741112064.jpg"
"1751303111-48","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe Iris enfant","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5204766_uploaded_image1_1740600489.jpg"
"1751303111-49","https://sn.coinafrique.com/categorie/vetements-enfants","","Jalaba  pour enfants","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246903_uploaded_image1_1742748145.jpg"
"1751303111-50","https://sn.coinafrique.com/categorie/vetements-enfants","","Jalaba  pour enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246901_uploaded_image2_1742748053.jpeg"
"1751303111-51","https://sn.coinafrique.com/categorie/vetements-enfants","","Maillots enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246062_uploaded_image1_1742692008.jpg"
"1751303111-52","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe de prière  enfant","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5241328_uploaded_image1_1742452229.jpg"
"1751303111-53","https://sn.coinafrique.com/categorie/vetements-enfants","","Vetement  enfants","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg"
"1751303111-54","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5225588_uploaded_image1_1741658299.jpg"
"1751303111-55","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5225585_uploaded_image1_1741658034.jpg"
"1751303111-56","https://sn.coinafrique.com/categorie/vetements-enfants","","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5225584_uploaded_image1_1741657625.jpg"
"1751303111-57","https://sn.coinafrique.com/categorie/vetements-enfants","","Djialap pour enfant de 4ans jusqua 18ans","6 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181431_uploaded_image1_1739304816.jpg"
"1751303111-58","https://sn.coinafrique.com/categorie/vetements-enfants","","Dialabé enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181204_uploaded_image1_1739296973.jpg"
"1751303111-59","https://sn.coinafrique.com/categorie/vetements-enfants","","Djialabé enfant","8 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196620_uploaded_image1_1740145128.jpg"
"1751303111-60","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble mardi gras","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5171755_uploaded_image1_1738776386.jpg"
"1751303111-61","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfant de 1ans jusqua 15ans","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5116396_uploaded_image1_1735846707.jpg"
"1751303111-62","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtement enfant","1 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5141487_uploaded_image1_1737219569.jpg"
"1751303111-63","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements enfants","4 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5130020_uploaded_image1_1736594996.jpg"
"1751303111-64","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements enfants","4 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5129146_uploaded_image1_1736533355.jpg"
"1751303111-65","https://sn.coinafrique.com/categorie/vetements-enfants","","Genouillère anti-dérapante en coton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5120586_uploaded_image1_1736107643.jpg"
"1751303111-66","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfant","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5071417_uploaded_image1_1733140647.jpg"
"1751303111-67","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5106688_uploaded_image1_1735128985.jpg"
"1751303111-68","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5106673_uploaded_image1_1735128585.jpg"
"1751303111-69","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5106669_uploaded_image1_1735128475.jpg"
"1751303111-70","https://sn.coinafrique.com/categorie/vetements-enfants","","Vêtements bébé","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5106661_uploaded_image1_1735128299.jpg"
"1751303111-71","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfant","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5058990_uploaded_image1_1732437877.jpg"
"1751303111-72","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfants 100% coton 3 ans 9ans","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046861_uploaded_image1_1731758020.jpg"
"1751303111-73","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson  pour enfants 3ans à 10ans","8 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046278_uploaded_image1_1731706267.jpg"
"1751303111-74","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson coton pour enfants de 1ans 8ans","8 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046169_uploaded_image1_1731701583.jpg"
"1751303111-75","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfants 4ans à 15ans","8 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046164_uploaded_image1_1731701239.jpg"
"1751303111-76","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfants de 4ans à 12ans","8 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046160_uploaded_image1_1731700970.jpg"
"1751303111-77","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfants 1ans 5 ans","5 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046156_uploaded_image1_1731700664.jpg"
"1751303111-78","https://sn.coinafrique.com/categorie/vetements-enfants","","Blouson pour enfants 3 ans à 8 ans","8 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5045455_uploaded_image1_1731673153.jpg"
"1751303111-79","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble Pul Enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5081973_uploaded_image1_1733664739.jpg"
"1751303111-80","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble costumes enfants","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5081958_uploaded_image1_1733664149.jpg"
"1751303111-81","https://sn.coinafrique.com/categorie/vetements-enfants","","robe princesse 10ans","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5079189_uploaded_image1_1733486786.jpg"
"1751303111-82","https://sn.coinafrique.com/categorie/vetements-enfants","","Ensemble pour enfant cotton","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028888_uploaded_image1_1730844775.jpg"
"1751303111-83","https://sn.coinafrique.com/categorie/vetements-enfants","","Maillots enfants sénégal","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054255_uploaded_image2_1732155894.jpeg"
"1751303111-84","https://sn.coinafrique.com/categorie/vetements-enfants","","Pantalon pour enfant 14ans 15ans","4 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976513_uploaded_image1_1728030461.jpg"
"1751303124-85","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2961083_uploaded_image1_1613766533.jpg"
"1751303124-86","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour nouveau né","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959262_uploaded_image1_1613679806.jpg"
"1751303124-87","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959258_uploaded_image1_1613679707.jpg"
"1751303124-88","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements nouveau-né","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959257_uploaded_image1_1613679631.jpg"
"1751303124-89","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959255_uploaded_image1_1613679558.jpg"
"1751303124-90","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959248_uploaded_image2_1613679445.jpeg"
"1751303124-91","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour garçon","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2959193_uploaded_image1_1613676990.jpg"
"1751303124-92","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour fille","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2959180_uploaded_image1_1613676547.jpg"
"1751303124-93","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2958974_uploaded_image1_1613669656.jpg"
"1751303124-94","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement bébé","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2958970_uploaded_image1_1613669538.jpg"
"1751303124-95","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vêtements fille","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2956441_uploaded_image1_1613569974.jpg"
"1751303124-96","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe pour filles","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2956437_uploaded_image1_1613569866.jpg"
"1751303124-97","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2951605_uploaded_image1_1613355841.jpg"
"1751303124-98","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942141_uploaded_image1_1612893757.jpg"
"1751303124-99","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Shorts garçon","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2940112_uploaded_image1_1612814516.jpg"
"1751303124-100","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits enfants","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2939878_uploaded_image1_1612807579.jpg"
"1751303124-101","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2939012_uploaded_image1_1612783880.jpg"
"1751303124-102","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938994_uploaded_image1_1612783471.jpg"
"1751303124-103","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938990_uploaded_image1_1612783368.jpg"
"1751303124-104","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938986_uploaded_image1_1612783292.jpg"
"1751303124-105","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938981_uploaded_image1_1612783153.jpg"
"1751303124-106","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938979_uploaded_image1_1612783091.jpg"
"1751303124-107","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938975_uploaded_image1_1612782982.jpg"
"1751303124-108","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938684_uploaded_image1_1612774217.jpg"
"1751303124-109","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938680_uploaded_image1_1612774159.jpg"
"1751303124-110","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2938653_uploaded_image1_1612773067.jpg"
"1751303124-111","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2933246_uploaded_image1_1612515788.jpg"
"1751303124-112","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2925176_uploaded_image1_1612218065.jpg"
"1751303124-113","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blouson enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923009_uploaded_image1_1612168840.jpg"
"1751303124-114","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé sortie de bain","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2920795_uploaded_image1_1612023107.jpg"
"1751303124-115","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2919804_uploaded_image1_1611967516.jpg"
"1751303124-116","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2913239_uploaded_image1_1611677309.jpg"
"1751303124-117","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2904738_uploaded_image1_1611251495.jpg"
"1751303124-118","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2904731_uploaded_image1_1611251346.jpg"
"1751303124-119","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2904713_uploaded_image1_1611250923.jpg"
"1751303124-120","https://sn.coinafrique.com/categorie/vetements-enfants","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull","8 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2898864_uploaded_image1_1611023219.jpg"
